2 0.09490633601346216 0.0968646462574309
3 0.03422376839724479 0.04341038325502495
4 0.014929430371444567 0.016890731340682696
5 0.007939704406299906 0.008577890812311464
6 0.004549103681794766 0.0035210001485681463
7 0.0031834940080985555 0.0013964635547635176
8 0.002640996716892579 6.259089808765385E-4
9 0.0018761028028729467 2.5318462778018124E-4
10 0.001873839767427203 1.0647085843354157E-4
11 0.0019271674009765539 4.5345903060590046E-5
12 0.0020608965809651605 1.8439174516825403E-5
13 0.0023066702932767 7.744119597540609E-6
14 0.002857883965667596 3.377882197667262E-6
15 0.003998107961087069 1.324395014131048E-6
16 0.0055551146142667415 5.055367494026773E-7
17 0.008768150955515853 1.8884052385680703E-7
18 0.01449147786015068 9.589540438982524E-8
19 0.019808986334424836 3.905124328225641E-8
20 0.03723739601759261 1.6254254134148915E-8
21 0.07850222977936303 7.348089625630649E-9
22 0.1337743246223928 2.6154295539354716E-9
23 0.28604633995191914 1.0239857877848657E-9
24 0.5757287052336015 5.365186257903067E-10
25 1.4105421684296575 1.058859823389329E-10
26 2.6033693345919047 6.512441722127582E-11
27 6.40048682604828 3.7112732673977776E-11
28 15.842463153701953 1.1481374137540251E-11
29 33.574122689050974 6.8987074184962855E-12
30 95.97376874519344 1.1774789306929291E-12
31 282.3833255008245 1.2427216265252446E-12
32 689.9431441106835 2.423951585990326E-13
33 2243.231945061682 2.6703027767418266E-13
34 7057.933063029895 3.309597794273026E-14
35 17739.885169656332 1.2454267758029738E-14
36 58033.607353048246 2.6810307949176008E-14
37 344520.45853996376 3.87381694081515E-15
38 738219.2661239804 6.963254578803169E-16
39 2024699.6960653737 6.580675029042103E-16
40 7194171.13004233 6.927046130437864E-17
41 2.3354364046877537E7 3.73636156179702E-17
42 8.526250205463487E7 2.2148396099526775E-17
43 2.710035215692631E8 6.45571272538985E-18
44 1.0945733349587903E9 9.530914048547686E-18
45 4.0046018816614203E9 1.2784005597134402E-18
46 1.7583180640512737E10 5.049333398507096E-19
47 6.534073412250273E10 3.24781627670704E-19
48 3.5197485829287384E11 1.6404282986459171E-19
49 9.98412765327471E11 3.2459329272554586E-20
50 5.063996340060928E12 8.121272019259753E-21
